-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534 ,-115.9604572208534,-115.9604572208534,-115.9604572208534,-115.9604572208534
 -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045, -172.4684553187045
 -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966, -195.9750199341966
 -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523, -206.8031299949523
 -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518, -209.5446583044518
 -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967, -208.6304539187967
 -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219, -206.5708769989219
 -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767, -204.3148695654767
 -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259, -202.1540178564259
 -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853, -200.1551597804853
